"Year","Country","Region","Location Name","Latitude","Longitude","Focal Depth (km)","Mag","Ms","MMI Int","Deaths","Death Description","Damage Description","Houses Destroyed Description"
"1995","EGYPT","15","EGYPT:  NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN","28.826","34.799","10","7.2","7.3","8","11","1","2",""
"1996","CHINA","30","CHINA:  YUNNAN PROVINCE:  LIJIANG","27.291","100.276","11","6.6","6.5","9","322","3","4","4"
"1996","INDONESIA","170","INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI","-0.891","136.952","33","8.2","8.1","","54","2","2","4"
"1996","CHINA","40","CHINA:  S. XINJIANG:   ARTUX, JIASHI, BACHU, KASHI","39.993","76.696","28","6.3","6","","24","1","3","4"
"1996","ECUADOR","160","ECUADOR:  COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO","-1.036","-78.737","33","5.9","5.2","6","27","1","3","3"
"1996","SOLOMON ISLANDS","170","SOLOMON ISLANDS:  BOUGAINVILLE ISLAND","-6.518","154.999","44","7.2","7.5","","1","1","2","3"
"1996","CHINA","30","CHINA:  NEI MONGOL:  BAOTOU, BEIJING, HOHHOT","40.774","109.661","26","6","6","8","23","1","4",""
"1996","PERU","160","PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA","-14.993","-75.675","33","7.7","7.3","8","14","1","4",""
"1997","MEXICO","150","MEXICO:  MICHOACAN, ARTEAGA","18.219","-102.756","33","7.2","6.9","","1","1","2",""
"1997","CHINA","40","CHINA:  SOUTHERN XINJIANG:  JIASHI COUNTY","39.474","76.998","33","5.9","5.8","","12","1","3","4"
"1997","IRAN","140","IRAN:  BOJNURD, SHIRVAN, ESFARAYEN","37.661","57.291","10","6.5","6.8","8","88","2","4","4"
"1997","PAKISTAN","60","PAKISTAN:  HARNAI-SIBI, QUETTA","29.976","68.208","33","7.1","7.3","","60","2","2","3"
"1997","IRAN","140","IRAN:  ARDABIL","38.075","48.05","10","6.1","6.1","7","1100","4","4","4"
"1997","CHINA","40","CHINA:  S. XINJIANG, JIASHI COUNTY, KASHI","39.422","76.839","22","5.6","5.5","","2","1","3","3"
"1997","PAKISTAN","60","PAKISTAN:  BAJAUR, CHITRAL","34.872","71.62","50","4.9","","","15","1","1",""
"1997","CHINA","40","CHINA:  S. XINJIANG, BACHU, SHULE, YINGJISHA","39.527","76.941","15","6.2","6.1","","9","1","4","4"
"1997","IRAN","140","IRAN:  BIRJAND, GHAEN","33.825","59.809","10","7.2","7.3","10","1728","4","4","4"
"1997","AFGHANISTAN","40","AFGHANISTAN:  HINDU-KUSH, MALAKAND-PESHAWAR","36.411","70.945","196","6.4","","","1","1","2",""
"1997","INDIA","60","INDIA:  SOUTHERN:  JABALPUR","23.083","80.041","36","5.8","5.6","8","56","2","4","4"
"1997","VENEZUELA","90","VENEZUELA:  CARIACO-CUMANA","10.598","-63.486","20","7","6.8","5","81","2","4",""
"1997","ITALY","130","ITALY:  CENTRAL:  MARCHE, UMBRIA","43.084","12.812","10","6","6","10","14","1","4","4"
"1997","INDONESIA","170","INDONESIA:  SULAWESI, PAREPARE","-3.776","119.727","33","5.9","5.5","","20","1","2","3"
"1997","CHILE","160","CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA","-30.933","-71.22","58","7.1","6.8","","8","1","4","4"
"1997","INDIA","60","INDIA-BANGLADESH:  CHITTAGONG, BANGLADESH","22.212","92.702","54","6.1","","","23","1","1","1"
"1998","CHINA","30","CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI","41.083","114.5","30","5.7","5.7","8","70","2","4","4"
"1998","AFGHANISTAN","40","AFGHANISTAN:  ROSTAQ; TAJIKISTAN:  DUSHANBE","37.075","70.089","33","5.9","6.1","","2323","4","4","4"
"1998","AFGHANISTAN","40","AFGHANISTAN-TAJIKISTAN:  YAR HUSAIN, ASTOR","36.479","71.086","236","6.4","5.7","","1","1","2","1"
"1998","IRAN","140","IRAN:  GOLBAF, BAFT, KERMAN","30.154","57.605","9","6.6","6.9","","5","1","3","4"
"1998","IRAN","140","IRAN:  BIRJAND, GONABAD","32.457","59.976","33","5.8","5.7","","12","1","2",""
"1998","AUSTRIA","120","AUSTRIA:  ARNOLDSTEIN; SLOVENIA:  BOVEC, KOBARID","46.245","13.652","10","5.7","5.7","8","1","1","2",""
"1998","BOLIVIA","160","BOLIVIA:  CENTRAL:  AIQUILE, TOTORA","-17.731","-65.431","24","6.6","6.6","","105","3","3","3"
"1998","AFGHANISTAN","40","AFGHANISTAN:  BADAKHSHAN, TAKHAR","37.106","70.11","33","6.6","6.9","","4700","4","3","4"
"1998","TURKEY","140","TURKEY:  ADANA, CEYHAN","36.878","35.307","33","6.3","6.2","8","145","3","4","4"
"1998","AZORES (PORTUGAL)","130","AZORES:  FAIAL, PICO, TERCEIRA","38.65","-28.626","10","6.2","6","","10","1","4","3"
"1998","TAIWAN","30","TAIWAN:  CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG","23.407","120.736","13","5.7","5.4","5","5","1","1",""
"1998","ECUADOR","160","ECUADOR:  BAHIA DE CARAQUEZ, CANOA","-0.593","-80.393","33","7.2","7.1","","3","1","2",""
"1998","CHINA","40","CHINA:  SOUTHERN XINJIANG:  JIASHI","39.66","77.343","33","6.4","6.4","","3","1","3","4"
"1998","INDONESIA","60","INDONESIA:  JAWA, MALANG, BLITAR, BANTUR","-8.194","112.413","152","6.6","","","1","1","1","1"
"1998","SERBIA","130","BALKANS NW:  SERBIA:  BELGRADE, LJIG, VALJEVO","44.209","20.08","10","5.5","5.3","8","1","1","2","3"
"1998","IRAN","140","IRAN:  SOUTHERN:  BIGHERD-KHONJ","27.791","53.608","33","5.4","5.1","","5","1","2",""
"1998","CHINA","30","CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG","27.308","101.029","33","5.6","5.6","","5","1","4","4"
"1998","INDONESIA","170","INDONESIA:  MANGOLE, MANADO, TALIABU","-2.071","124.891","33","7.7","7.7","7","41","1","4","3"
"1999","COLOMBIA","160","COLOMBIA:  ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA","4.461","-75.724","17","6.2","5.7","","1185","4","4","4"
"1999","AFGHANISTAN","40","AFGHANISTAN:  LOWGAR, VARDAK, KABUL","34.259","69.364","33","6","5.8","","70","2","3","4"
"1999","IRAN","140","IRAN:  SOUTHERN:  KERMAN","28.343","57.193","33","6.6","6.5","","1","1","2",""
"1999","INDIA","60","INDIA:  CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL","30.512","79.403","15","6.6","6.6","8","100","2","4","4"
"1999","PERU","160","PERU:  CAMANA, AREQUIPA","-16.66","-72.662","87","6.8","6.2","6","1","1","2",""
"1999","IRAN","140","IRAN:  SOUTHERN:  FARS PROVINCE","29.501","51.88","33","6.2","6.3","","26","1","2","3"
"1999","AZERBAIJAN","40","AZERBAIJAN:  AGDAS, UCAR, AGALI","40.802","47.448","33","5.4","5","5","1","1","2",""
"1999","MEXICO","150","MEXICO:  PUEBLA, VERACRUZ, OAXACA, MORELOS, GUERRERO","18.386","-97.436","70","7","6.5","","20","1","4",""
"1999","GUATEMALA","100","GUATEMALA:  IZABAL-PUERTO BARRIOS; HONDURAS:  W","15.782","-88.33","10","6.7","6.6","","2","1","2","1"
"1999","BANGLADESH","60","BANGLADESH:  MAHESHKHALI ISLAND, COX'S BAZAAR","21.544","91.895","10","4.2","4.2","","6","1","3","3"
"1999","TURKEY","140","TURKEY:  ISTANBUL, KOCAELI, SAKARYA","40.76","29.97","13","7.6","7.8","10","17118","4","4",""
"1999","TURKEY","140","TURKEY:  IZMIT","40.711","29.949","10","5.2","4.9","","1","1","1",""
"1999","GREECE","130","GREECE:  ATHENS","38.119","23.605","10","6","5.8","9","143","3","4","4"
"1999","TURKEY","140","TURKEY:  ADAPAZARI-GOLUCK-KOCAELI","40.709","30.045","13","5.8","5.8","","7","1","1",""
"1999","TAIWAN","30","TAIWAN:  NANTOU, TAICHUNG, TAIZHONG","23.772","120.982","33","7.7","7.7","10","2297","4","4",""
"1999","TAIWAN","30","TAIWAN:  CENTRAL","23.738","121.158","17","6.5","6.4","","","1","1",""
"1999","MEXICO","150","MEXICO:  OAXACA","16.059","-96.931","61","7.5","7.5","8","35","1","4",""
"1999","TAIWAN","30","TAIWAN:  CHIA-I","23.445","120.506","33","5.9","5.6","6","1","1","1","1"
"1999","TURKEY","140","TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK","40.758","31.161","10","7.2","7.5","9","894","3","4",""
"1999","CHINA","30","CHINA:  YUNNAN PROVINCE:  CHENGJIANG","24.589","102.872","33","4.6","4.6","","1","1","1","2"
"1999","VANUATU","170","VANUATU ISLANDS:  PENTECOST","-16.423","168.214","33","7.5","7.3","","5","1","2",""
"1999","TURKEY","140","TURKEY:  GORESKEN, ERZURUM PROVINCE","40.358","42.346","19","5.7","5.5","","1","1","2",""
"1999","PHILIPPINES","170","PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ","15.766","119.74","33","7.3","7.1","7","5","1","2",""
"1999","INDONESIA","60","INDONESIA:  PANDEGLANG, W JAWA, SE SUMATERA","-6.845","105.555","56","6.5","6.3","","5","1","2",""
"1999","ALGERIA","15","ALGERIA:  NORTHERN:  AIN TEMOUCHENT","35.321","-1.281","10","5.6","5.5","7","24","1","4","3"
"2000","CHINA","30","CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY","25.607","101.063","33","5.9","5.9","","5","1","4","4"
"2000","IRAN","140","IRAN:  BARDASKAN, KASHMAR","35.288","58.218","33","5.3","5.3","","1","1","2","2"
"2000","INDONESIA","170","INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,","-1.105","123.573","26","7.6","7.5","","46","1","4","4"
"2000","TAIWAN","30","TAIWAN:  TAI-CHUNG COUNTY","24.223","121.058","10","5.4","5.3","","3","1","1",""
"2000","INDONESIA","60","INDONESIA:  SUMATRA:  BENGKULU, ENGGANO","-4.721","102.087","33","7.9","8","6","103","3","3",""
"2000","TURKEY","140","TURKEY:  CERKES, CUBUK, ORTA","40.693","32.992","10","6","6.1","7","2","1","3",""
"2000","INDONESIA","60","INDONESIA:  SOUTHERN SUMATERA:  LAHAT","-4.612","101.905","33","6.7","6.7","","1","1","2",""
"2000","TAIWAN","30","TAIWAN:  NAN-TOU","23.843","121.225","33","6.4","6.2","","2","1","1",""
"2000","JAPAN","30","JAPAN:  NEAR S COAST HONSHU:  KOZU-SHIMA","34.221","139.131","10","6.1","6.1","","1","1","1",""
"2000","NICARAGUA","100","NICARAGUA:  MASAYA","11.884","-85.988","33","5.4","5.1","","7","1","3","3"
"2000","CHINA","30","CHINA:  YUNNAN PROVINCE:  WUDING","25.826","102.194","33","4.2","4.2","","1","1","4",""
"2000","PAPUA NEW GUINEA","170","PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK","-4.001","152.327","17","8","8.2","","2","1","2","3"
"2000","AZERBAIJAN","40","AZERBAIJAN:  BAKU","40.245","49.946","50","6.8","","","31","1","1",""
"2000","TURKMENISTAN","40","TURKMENISTAN:  NEBITDAG-TURKMENBASHI","39.566","54.799","30","7","7.5","","11","1","1",""
"2000","TURKEY","140","TURKEY:  AFYON-BOLVADIN","38.457","31.351","10","6","5.8","7","6","1","1",""
"2001","EL SALVADOR","100","EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.","13.049","-88.66","60","7.7","7.8","8","844","3","4","4"
"2001","INDIA","60","INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN","23.419","70.232","16","7.7","8","10","20005","4","4","4"
"2001","EL SALVADOR","100","EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP","13.671","-88.938","10","6.6","6.5","6","315","3","4","4"
"2001","CHINA","30","CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG","29.513","101.129","33","5.6","5.4","","3","1","3","4"
"2001","USA","150","WASHINGTON:  OLYMPIA, SEATTLE, TACOMA","47.149","-122.727","52","6.8","6.6","8","1","1","4",""
"2001","JAPAN","30","JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA","34.083","132.526","50","6.8","6.5","9","2","1","4",""
"2001","EL SALVADOR","100","EL SALVADOR:  CONCHAGUA","13.605","-88.795","10","5.7","5.4","","1","1","2","2"
"2001","CHINA","30","CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN","27.689","101.003","33","5.5","5.3","","2","1","4",""
"2001","AFGHANISTAN","40","AFGHANISTAN:  HINDU KUSH:  PARVAN","35.169","69.389","62","5","4.6","","4","1","1","2"
"2001","PERU","160","PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO","-16.265","-73.641","33","8.4","8.2","8","77","2","4","4"
"2001","PERU","160","PERU:  AREQUIPA, ARICA","-17.543","-72.077","33","7.6","7.3","","1","1","2","3"
"2001","PERU","160","PERU:  ANTABAMA","-14.258","-72.683","33","5.8","5.5","","4","1","2","3"
"2001","CHINA","30","CHINA:  YUNNAN PROVINCE:  YONGSHENG","26.316","100.648","10","5.6","5.5","","1","1","2","4"
"2002","TAJIKISTAN","40","TAJIKISTAN:  ROGHUN","38.673","69.902","33","5.3","5.2","","3","1","2",""
"2002","PAPUA NEW GUINEA","170","PAPUA NEW GUINEA:  AITAPE","-3.212","142.427","11","6.7","6.6","","1","1","2","3"
"2002","RWANDA","10","RWANDA:  GISENYI","-1.684","29.077","15","4.7","","","","1","2",""
"2002","TURKEY","140","TURKEY:  AFYON","38.573","31.271","5","6.5","6.4","","44","1","2",""
"2002","IRAN","140","IRAN:  BAGHAN","28.093","51.755","33","5.4","5","","1","1","2",""
"2002","AFGHANISTAN","40","AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ","36.502","70.482","226","7.4","","","166","3","3","3"
"2002","PHILIPPINES","170","PHILIPPINES:  MINDANAO","6.033","124.249","31","7.5","7.2","","15","1","2",""
"2002","AFGHANISTAN","40","AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN","36.062","69.315","8","6.1","6.2","","1000","3","4","4"
"2002","TAIWAN","30","TAIWAN:  TAIPEI","24.279","122.179","33","7.1","7.4","","5","1","2","2"
"2002","TAJIKISTAN","40","TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN","39.959","69.417","10","5.9","5.9","","50","1","2","3"
"2002","SERBIA","130","BALKANS NW:  KOSOVO; MACEDONIA:  N","42.436","21.466","10","5.7","5.6","","1","1","1",""
"2002","IRAN","140","IRAN:  WESTERN:  KERMANSHAH","34.642","47.4","33","5.4","5.2","","2","1","4","4"
"2002","GEORGIA","40","GEORGIA:  TBILISI","41.765","44.96","10","4.3","4.3","","5","1","3",""
"2002","TANZANIA","10","TANZANIA:  BUNDA","-2.907","33.733","10","5.5","5.5","","2","1","2","3"
"2002","IRAN","140","IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU","35.626","49.047","10","6.5","6.4","8","261","3","4","4"
"2002","INDONESIA","170","INDONESIA:   SULAWESI:  TOJO","-1.196","121.333","10","6.2","5.8","","48","1","2",""
"2002","ITALY","130","ITALY:  SICILY:  PALERMO","38.381","13.701","5","6","5.5","","2","1","4",""
"2002","PAPUA NEW GUINEA","170","PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK","-3.26","142.94","13","7.6","7.8","","4","1","3","1"
"2002","INDIA","60","INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY","13.036","93.068","21","6.5","6.7","","2","1","1","1"
"2002","INDONESIA","170","INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI","-1.757","134.297","10","7.6","7.7","","8","1","3","3"
"2002","CONGO","10","CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI","-1.884","29.004","11","6.2","6.3","","2","1","1","2"
"2002","ITALY","130","ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO","41.789","14.872","10","5.7","5.6","","29","1","4",""
"2002","PAKISTAN","60","PAKISTAN:  GILGIT","35.517","74.654","33","5.4","5.3","","11","1","3","3"
"2002","INDONESIA","60","INDONESIA:  SUMATERA:  SIMEULUE","2.824","96.085","30","7.3","7.6","","3","1","3",""
"2002","PAKISTAN","60","PAKISTAN:  DASHKIN, DOIAN, MUSHKIN","35.414","74.515","33","6.3","6.5","","19","1","3","2"
"2002","CHINA","30","CHINA:  GANSU PROVINCE:  YUMNE","39.736","97.443","22","5.5","5.3","","2","1","3","4"
"2003","MEXICO","150","MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO","18.77","-104.104","24","7.5","7.6","8","29","1","3","4"
"2003","TURKEY","140","TURKEY:  SAGLAMTAS, PULUMUR","39.5","39.878","10","6.1","6","","1","1","1",""
"2003","CHINA","40","CHINA:  S. XINJIANG:  BACHU","39.61","77.23","11","6.3","6.3","","261","3","4","4"
"2003","CHINA","40","CHINA:  S. XINJIANG:  BACHU","39.483","77.393","10","5.4","5.3","","5","1","1",""
"2003","INDONESIA","60","INDONESIA:  FLORES:  REO","-8.294","120.743","33","6.5","6.1","","4","1","1",""
"2003","TURKEY","140","TURKEY:  BINGOL","39.007","40.464","10","6.4","6.4","","177","3","3","3"
"2003","CHINA","40","CHINA:  S. XINJIANG:  YOPURGA","39.43","77.219","10","5.8","5.6","","1","1","3","4"
"2003","ALGERIA","15","ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA","36.964","3.634","12","6.8","6.9","10","2266","4","4","4"
"2003","INDONESIA","170","INDONESIA:  MOROTAI, BEREBERE, DARUBA","2.354","128.855","31","7","7.1","","1","1","1","1"
"2003","ALGERIA","15","ALGERIA:  ALGIERS, BOUMERDES, REGHAIA","36.939","3.578","8","5.7","5.5","","9","1","2","3"
"2003","IRAN","140","IRAN:  SOUTHERN: GAJJIABAD","28.355","54.169","10","5.8","5.5","","1","1","3","4"
"2003","CHINA","30","CHINA:  YUNNAN PROVINCE","25.975","101.29","10","5.9","6","","16","1","4","4"
"2003","BANGLADESH","60","BANGLADESH:  RANGAMATI","22.854","92.306","10","5.7","5.5","","2","1","2","3"
"2003","CHINA","30","CHINA:  NEI MONGOL:  LINDONG, TIANSHAN","43.77","119.643","24","5.4","5.1","","4","1","3","3"
"2003","DOMINICAN REPUBLIC","90","DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO","19.777","-70.673","10","6.4","6.6","10","3","1","3","3"
"2003","RUSSIA","40","RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO","50.038","87.813","16","7.3","7.5","10","3","1","3","3"
"2003","CHINA","30","CHINA:  YUNNAN PROVINCE:  DAYAO","25.954","101.254","33","5.6","5.6","","3","1","3","4"
"2003","CHINA","30","CHINA:  GANSU PROVINCE:  MINLE, SHANDAN","38.4","100.951","10","5.8","5.7","","9","1","4","4"
"2003","CHINA","30","CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN","34.712","103.834","10","5.1","5.1","","1","1","1","1"
"2003","CHINA","30","CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG","27.372","103.971","33","5.6","","","4","1","2","3"
"2003","PHILIPPINES","170","PHILIPPINES:  SAMAR:  CAN-AVID","12.025","125.416","35","6.5","6.5","7","1","1","2","1"
"2003","CHINA","40","CHINA:  XINJIANG:  ZHAOSU","42.905","80.515","10","6","5.9","","11","1","3","3"
"2003","USA","150","CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO","35.706","-121.102","8","6.6","6.4","8","2","1","4","1"
"2003","PANAMA","100","PANAMA-COSTA RICA:  PUERTO ARMUELLES","8.416","-82.824","33","6.5","6.4","","2","1","2",""
"2003","IRAN","140","IRAN:  SOUTHEASTERN:  BAM, BARAVAT","28.995","58.311","10","6.6","6.8","9","31000","4","4","4"
"2004","INDONESIA","60","INDONESIA:  BALI, LOMBOK","-8.31","115.788","45","5.8","5.4","6","1","1","3","4"
"2004","INDONESIA","170","INDONESIA:  NABIRE","-3.615","135.538","17","7","7.1","","37","1","2","4"
"2004","PAKISTAN","60","PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA","34.774","73.216","11","5.4","5.2","","24","1","3","4"
"2004","INDONESIA","60","INDONESIA:  SUMATRA:  PADANGPANJANG","-0.466","100.655","56","5.1","4.5","","5","1","1",""
"2004","BURUNDI","10","BURUNDI:  RUYAGA","-3.393","29.558","10","4.7","","","3","1","1","1"
"2004","MOROCCO","15","MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH","35.142","-3.997","0","6.4","6.4","9","628","3","4","4"
"2004","TURKEY","140","TURKEY:  ERZURUM","39.93","40.812","","5.6","5.4","","10","1","1","1"
"2004","TAIWAN","30","TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK","24.081","121.611","45","5.2","5.1","","2","1","1",""
"2004","PAKISTAN","60","PAKISTAN:  QUETTA","30.126","67.121","10","4.5","","","1","1","1",""
"2004","IRAN","140","IRAN:  MAZANDARAN, QAZVIN, TEHRAN","36.29","51.61","17","6.3","6.3","","35","1","4",""
"2004","SLOVENIA","130","SLOVENIA: BOVEC, KOBARID","46.296","13.641","8","5.2","4.9","","1","1","1","1"
"2004","NEW ZEALAND","170","NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA","-38","176.51","5","5.4","5.1","","1","1","2",""
"2004","AFGHANISTAN","40","AFGHANISTAN: PAKTIA PROVINCE","33.426","69.524","10","5.2","4.8","","2","1","3","3"
"2004","TURKEY","140","TURKEY:  DOGUBEYAZIT","39.634","43.966","5","4","4","","1","1","1",""
"2004","CHINA","30","CHINA:  YUNNAN PROVINCE:  LUDIAN","27.266","103.873","6","5.4","5.1","","4","1","4","4"
"2004","TURKEY","140","TURKEY:  ELAZIG, SIVRICE","38.377","39.261","7","5.7","5.5","","1","1","1",""
"2004","ARGENTINA","160","ARGENTINA: CATAMARCA","-28.573","-65.84","22","6.1","6.1","","1","1","1","2"
"2004","JAPAN","30","JAPAN:  HONSHU:  NIIGATA PREFECTURE","37.226","138.779","16","6.6","6.3","","40","1","4","4"
"2004","INDONESIA","60","INDONESIA:  KEPULAUAN ALOR","-8.152","124.868","10","7.5","7.3","","34","1","3","3"
"2004","COSTA RICA","100","COSTA RICA:  SAN JOSE, PARRITA, QUEPOS","9.602","-84.172","16","6.4","6.3","","8","1","3","3"
"2004","GUADELOUPE","90","GUADELOUPE:  BASSE-TERRE, LES SAINTES","15.679","-61.706","14","6.3","6.1","","1","1","2","3"
"2004","INDONESIA","170","INDONESIA:  NABIRE","-3.609","135.404","10","7.1","7.2","8","32","1","4","3"
"2004","INDONESIA","60","INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST","3.316","95.854","30","9.1","8.8","","1001","4","4","3"
"2005","INDONESIA","170","INDONESIA:  SULAWESI:  PALU","-1.198","119.933","11","6.3","5.9","","1","1","2",""
"2005","TURKEY","140","TURKEY:  HAKKARI","37.622","43.703","41","5.9","5.6","","2","1","1",""
"2005","INDONESIA","60","INDONESIA:  JAVA:  GARUT","-7.037","107.819","15","4.8","","","1","1","2","2"
"2005","IRAN","140","IRAN:  KERMAN PROVINCE:  ZARAND","30.754","56.816","14","6.4","6.5","","612","3","4","4"
"2005","SOUTH AFRICA","10","SOUTH AFRICA:  KLERKSDORP, STILFONTEIN","-26.913","26.789","5","4.3","4.3","","2","1","2",""
"2005","JAPAN","30","JAPAN:  KYUSHU:  FUKUOKA, GENKAI","33.807","130.131","10","6.6","6.7","","1","1","2","2"
"2005","INDONESIA","60","INDONESIA:  SUMATERA:  SW","2.085","97.108","30","8.6","8.4","","1303","4","4","3"
"2005","PERU","160","PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA","-5.678","-76.398","115","7.5","","","5","1","2","3"
"2005","PAKISTAN","60","PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA","34.539","73.588","26","7.6","7.7","8","76213","4","4","3"
"2005","TURKEY","140","TURKEY:  IZMIR","38.152","26.751","10","5.9","5.7","","1","1","1","2"
"2005","CHINA","30","CHINA:  GUANGXI PROVINCE","23.604","107.798","10","4.2","","","1","1","1","1"
"2005","CHINA","30","CHINA:  JIANGXI:  JIUJIANG, RUICHANG","29.695","115.689","10","5.2","4.9","","16","1","3","4"
"2005","IRAN","140","IRAN:  QESHM, ZIRANG","26.774","55.858","10","6","5.8","","13","1","2",""
"2005","CONGO","10","CONGO:  KALEMIE","-6.224","29.83","22","6.8","7.2","","6","1","1","3"
"2005","AFGHANISTAN","40","AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN","36.357","71.093","225","6.5","","","5","1","1","2"
"2005","INDIA","60","INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG","30.476","79.255","44","5.3","","","1","1","2","1"
"2006","INDIA","60","INDIA:  SIKKIM","27.382","88.388","30","5.3","4.8","","2","1","1",""
"2006","MOZAMBIQUE","10","MOZAMBIQUE","-21.324","33.583","11","7","7.5","","4","1","2","3"
"2006","IRAN","140","IRAN:  SOUTHERN","27.574","55.685","18","5.9","5.5","","1","1","1",""
"2006","IRAN","140","IRAN:  WESTERN:  BORUJERD, DORUD","33.5","48.78","7","6.1","6","","70","2","3","3"
"2006","INDONESIA","60","INDONESIA:   JAVA:  BANTUL, YOGYAKARTA","-7.961","110.446","13","6.3","6.2","","5749","4","4","4"
"2006","IRAN","140","IRAN:  SOUTHERN:  QESHM","26.759","55.843","5","5.1","","","2","1","1","2"
"2006","CHINA","30","CHINA:  SICHUAN PROVINCE","28.012","104.151","22","4.6","4.6","","1","1","2",""
"2006","INDONESIA","60","INDONESIA:  SUMABAWA:  BIMA","-8.251","118.777","43","6.3","6","","1","1","1","1"
"2006","INDONESIA","60","INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI","0.626","99.859","30","5.8","5.8","","7","1","3","3"
"2006","TAIWAN","30","TAIWAN:  PINGTUNG","21.799","120.547","10","7","7.3","","2","1","1","2"
"2007","INDONESIA","170","INDONESIA:  MOLUCCA ISLANDS:  N","1.065","126.282","22","7.5","7.3","","4","1","1",""
"2007","INDONESIA","60","INDONESIA:  SUMATRA:  SOUTHERN","-0.493","100.498","19","6.4","6.4","8","67","2","3","4"
"2007","JAPAN","30","JAPAN:  HONSHU:  W COAST","37.336","136.588","8","6.7","6.8","","1","1","3","2"
"2007","SOLOMON ISLANDS","170","SOLOMON ISLANDS","-8.466","157.043","24","8.1","7.9","","2","1","3","3"
"2007","CHILE","160","CHILE:  SOUTHERN","-45.243","-72.648","37","6.2","6.3","7","2","1","1",""
"2007","CHINA","30","CHINA:  YUNNAN PROVINCE:  NING'ER","23.028","101.052","5","6.1","6.3","","3","1","4",""
"2007","JAPAN","30","JAPAN:  HONSHU:  W COAST","37.57","138.478","10","6.6","","","9","1","4",""
"2007","RUSSIA","50","RUSSIA:  TATAR STRAIT","47.116","141.798","5","6.2","6.2","","2","1","1","1"
"2007","PERU","160","PERU:  ICA, PISCO, LIMA","-13.386","-76.603","39","8","7.9","8","514","3","4","4"
"2007","INDONESIA","60","INDONESIA:  SUMATRA","-4.438","101.367","34","8.4","8.5","","25","1","3","4"
"2007","INDIA","60","INDIA:  GUJARAT","21.181","70.724","10","5.1","","","1","1","1","2"
"2007","CHILE","160","CHILE:  TOCOPILLA, MARIA ELENA","-22.247","-69.89","40","7.7","7.4","8","2","1","3","4"
"2007","INDONESIA","60","INDONESIA:  SUMBAWA ISLAND","-8.277","118.339","35","6.5","","","3","1","2","3"
"2007","MARTINIQUE","90","MARTINIQUE","14.944","-61.274","156","7.4","","","1","1","1",""
